initial_company_name,original_company_name,parent_company,parent_company_country,industry_naics_3_digit,industry_naics_4_digit,industry_naics_5_digit,revenue_2023_usd
Molex,"Molex, LLC","Koch Industries, Inc.",USA,334 - Computer and Electronic Product Manufacturing,3344 - Semiconductor and Other Electronic Component Manufacturing,33441 - Semiconductor and Other Electronic Component Manufacturing,Not Available
Molkerei Alois Müller,Molkerei Alois Müller GmbH & Co. KG,Unternehmensgruppe Theo Müller,Germany,311 - Food Manufacturing,3115 - Dairy Product Manufacturing,31151 - Dairy Product (except Frozen) Manufacturing,Not Available
Molton Brown,Molton Brown Limited,Kao Corporation,Japan,325 - Chemical Manufacturing,"3256 - Soap, Cleaning Compound, and Toilet Preparation Manufacturing",32562 - Toilet Preparation Manufacturing,Not Available
Morinaga Milk,"Morinaga Milk Industry Co., Ltd.","Morinaga Milk Industry Co., Ltd.",Japan,311 - Food Manufacturing,3115 - Dairy Product Manufacturing,311511 - Fluid Milk Manufacturing,Not Available
Motor Coach Industries Int'l,"Motor Coach Industries International, Inc.",NFI Group Inc.,Canada,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,336120 - Heavy Duty Truck Manufacturing,Not Available
"MSC Cruises S.S.,",MSC Cruises S.A.,MSC Group,Switzerland,483 - Water Transportation,"4831 - Deep Sea, Coastal, and Great Lakes Water Transportation",483112 - Deep Sea Passenger Transportation,Not Available
MTD Parts,MTD Products Inc.,"Stanley Black & Decker, Inc.",USA,333 - Machinery Manufacturing,"3331 - Agriculture, Construction, and Mining Machinery Manufacturing",333112 - Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,Not Available
Mubea,Muhr und Bender KG,Muhr und Bender KG,Germany,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33633 - Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,Not Available
Multibrands Marketing & Sales B.V.,Multibrands Marketing & Sales B.V.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"MUSINSA Co., Ltd.","MUSINSA Co., Ltd.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Nahdi Medical Company,Nahdi Medical Co.,Nahdi Medical Co.,Saudi Arabia,446 - Health and Personal Care Stores,4461 - Health and Personal Care Stores,44611 - Pharmacies and Drug Stores,Not Available
NASA,National Aeronautics and Space Administration,Not Available,USA,927 - Space Research and Technology,9271 - Space Research and Technology,927110 - Space Research and Technology,Not Available
National University Health System,National University Health System,National University Health System,Singapore,622 - Hospitals,6221 - General Medical and Surgical Hospitals,62211 - General Medical and Surgical Hospitals,Not Available
Nationwide Building Society,Nationwide Building Society,Not Available,United Kingdom,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52213 - Credit Unions,Not Available
Naturtex Kft.,Naturtex Kft.,Not Available,Not Available,314 - Textile Product Mills,3141 - Textile Furnishings Mills,31412 - Curtain and Linen Mills,Not Available
Nebraska Furniture Mart,Nebraska Furniture Mart,Berkshire Hathaway Inc.,USA,442 - Furniture and Home Furnishings Stores,4421 - Furniture Stores,44211 - Furniture Stores,Not Available
NEC Nederland,NEC Nederland B.V.,NEC Corporation,Japan,334 - Computer and Electronic Product Manufacturing,3341 - Computer and Peripheral Equipment Manufacturing,33411 - Computer and Peripheral Equipment Manufacturing,Not Available
Nephron Pharmaceuticals,Nephron Pharmaceuticals Corporation,Nephron Pharmaceuticals Corporation,USA,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,325412 - Pharmaceutical Preparation Manufacturing,Not Available
"NetSpark IP & Telecom, LLP","NetSpark IP & Telecom, LLP",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Network Rail,Network Rail Infrastructure Limited,Network Rail Limited,UK,482 - Rail Transportation,4821 - Rail Transportation,48211 - Rail Transportation,Not Available
Neuroth,Neuroth,Neuroth AG,Austria,446 - Health and Personal Care Stores,4461 - Health and Personal Care Stores,44613 - Optical Goods Stores,Not Available
NewBold Corporation,NewBold Corporation,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
News Corp.,News Corporation,News Corporation,USA,511 - Publishing Industries (except Internet),"5111 - Newspaper, Periodical, Book, and Directory Publishers",51111 - Newspaper Publishers,Not Available
NI,Nonprofit Insurance Company,Nonprofit Insurance Group,Not Available,524 - Insurance Carriers and Related Activities,5241 - Insurance Carriers,52412 - Life Insurance Carriers,Not Available
Niagara Bottling,"Niagara Bottling, LLC","Niagara Bottling, LLC",USA,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,312112 - Bottled Water Manufacturing,Not Available
Niagara Bottling LLC,"Niagara Bottling, LLC","Niagara Bottling, LLC",USA,312 - Beverage Manufacturing,3121 - Beverage Manufacturing,31211 - Soft Drink and Ice Manufacturing,Not Available
Nichi-Iko Pharmaceutical,"Nichi-Iko Pharmaceutical Co., Ltd.","Nichi-Iko Pharmaceutical Co., Ltd.",Japan,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
"Nigeria Department of State Service, DSS",Department of State Services,Department of State Services,Nigeria,"921 - Executive, Legislative, and Other General Government Support","9211 - Executive, Legislative, and Other General Government Support",92112 - Legislative Bodies,Not Available
Nintendo of Europe,Nintendo of Europe GmbH,"Nintendo Co., Ltd.",Japan,511 - Publishing Industries (except Internet),5112 - Software Publishers,51121 - Video Game Publishing,Not Available
Nippon Electric Glass,"Nippon Electric Glass Co., Ltd.","Nippon Electric Glass Co., Ltd.",Japan,327 - Nonmetallic Mineral Product Manufacturing,3272 - Glass and Glass Product Manufacturing,32721 - Glass Product Manufacturing Made of Purchased Glass,Not Available
Nippon Shokubai,"Nippon Shokubai Co., Ltd.","Nippon Shokubai Co., Ltd.",Japan,325 - Chemical Manufacturing,3251 - Basic Chemical Manufacturing,32513 - Synthetic Dye and Pigment Manufacturing,Not Available
Nippon Yakin Kogyo,"Nippon Yakin Kogyo Co., Ltd.",Not Available,Japan,331 - Primary Metal Manufacturing,3312 - Steel Product Manufacturing from Purchased Steel,33121 - Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,Not Available
Nissan Mexicana,"Nissan Mexicana, S.A. de C.V.","Nissan Motor Co., Ltd.",Japan,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
Nissan North America Inc.,Nissan North America Inc.,"Nissan Motor Co., Ltd.",Japan,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
Nissha Co.,"Nissha Co., Ltd.","Nissha Co., Ltd.",Japan,323 - Printing and Related Support Activities,3231 - Printing and Related Support Activities,32311 - Printing,Not Available
"Crate & Barrel Holdings, Inc.","Crate & Barrel Holdings, Inc.",Otto Group,Germany,442 - Furniture and Home Furnishings Stores,4422 - Home Furnishings Stores,442299 - All Other Home Furnishings Stores,Not Available
Creation Technologies,Creation Technologies Inc.,Creation Technologies Inc.,Not Available,334 - Computer and Electronic Product Manufacturing,3341 - Computer and Peripheral Equipment Manufacturing,33411 - Computer and Peripheral Equipment Manufacturing,Not Available
Crédit Industriel & Commercial,Crédit Industriel et Commercial S.A.,Banque Fédérative du Crédit Mutuel S.A.,France,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Crédit Mutuel Group,Confédération Nationale du Crédit Mutuel,Confédération Nationale du Crédit Mutuel,France,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Crown Equipment,Crown Equipment Corporation,Crown Equipment Corporation,USA,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,"333924 - Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",Not Available
CSRA LLC,CSRA LLC,General Dynamics Corporation,USA,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,541512 - Computer Systems Design Services,Not Available
Daelim Motors,"Daelim Motors Co., Ltd.","Daelim Industrial Co., Ltd.",South Korea,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
Daicel,Daicel Corporation,Daicel Corporation,Japan,325 - Chemical Manufacturing,3251 - Basic Chemical Manufacturing,32512 - Industrial Gas Manufacturing,Not Available
Daiki Aluminium Industry,"Daiki Aluminium Industry Co., Ltd.","Daiki Aluminium Industry Co., Ltd.",Japan,331 - Primary Metal Manufacturing,3313 - Alumina and Aluminum Production and Processing,33131 - Alumina and Aluminum Production and Processing,Not Available
Daikin North America,Daikin North America LLC,"Daikin Industries, Ltd.",Japan,333 - Machinery Manufacturing,3334 - HVAC and Commercial Refrigeration Equipment Manufacturing,"33341 - Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Not Available
DAIMANI,DAIMANI AG,DAIMANI AG,Switzerland,561 - Administrative and Support Services,5615 - Travel Arrangement and Reservation Services,561599 - All Other Travel Arrangement and Reservation Services,Not Available
Danish Crown,Danish Crown A/S,Danish Crown A/S,Denmark,311 - Food Manufacturing,3116 - Animal Slaughtering and Processing,31161 - Animal Slaughtering and Processing,Not Available
Danske Bank Group,Danske Bank A/S,Danske Bank A/S,Denmark,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
DARK MATTER LLC,DARK MATTER LLC,DARK MATTER LLC,Not Available,"541 - Professional, Scientific, and Technical Services","5413 - Architectural, Engineering, and Related Services",54133 - Engineering Services,Not Available
Dart Container,Dart Container Corporation,Dart Container Corporation,USA,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,32619 - Other Plastics Product Manufacturing,Not Available
DATAPARK IC VE DIS TIC. LTD. STI.,DATAPARK IC VE DIS TIC. LTD. STI.,DATAPARK IC VE DIS TIC. LTD. STI.,Not Available,Not Available,Not Available,Not Available,Not Available
"Davaco, LP","Davaco, LP",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DECATHLON (THAILAND) COMPANY LIMITED,DECATHLON (THAILAND) COMPANY LIMITED,Decathlon S.A.,France,"451 - Sporting Goods, Hobby, Musical Instrument, and Book Stores","4511 - Sporting Goods, Hobby, and Musical Instrument Stores",45111 - Sporting Goods Stores,Not Available
DeLaval,DeLaval International AB,Tetra Laval Group,Sweden,333 - Machinery Manufacturing,"3331 - Agriculture, Construction, and Mining Machinery Manufacturing",33311 - Agricultural Implement Manufacturing,Not Available
Delhaize,"Etablissements Delhaize Frères et Cie ""Le Lion"" S.A.",Ahold Delhaize,The Netherlands,445 - Food and Beverage Stores,4451 - Grocery Stores,44511 - Supermarkets and Other Grocery (except Convenience) Stores,Not Available
Dept of Homeland Security (DHS),Department of Homeland Security,Department of Homeland Security,USA,928 - National Security and International Affairs,9281 - National Security and International Affairs,92811 - National Security,Not Available
DeRoyal,"DeRoyal Industries, Inc.","DeRoyal Industries, Inc.",USA,339 - Miscellaneous Manufacturing,3391 - Medical Equipment and Supplies Manufacturing,339113 - Surgical and Appliance and Supplies Manufacturing,Not Available
Detroit Diesel Corporation,Detroit Diesel Corporation,Daimler AG,Germany,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
Deutsche Edelstahlwerke Speciallty Steel GmbH & Co. KG,Deutsche Edelstahlwerke GmbH,Swiss Steel Group,Switzerland,331 - Primary Metal Manufacturing,3312 - Steel Product Manufacturing from Purchased Steel,33122 - Rolling and Drawing of Purchased Steel,Not Available
Deutsche Edelstahlwerke Specialty Steel,Deutsche Edelstahlwerke Specialty Steel GmbH,Swiss Steel Group AG,Switzerland,331 - Primary Metal Manufacturing,3312 - Steel Product Manufacturing from Purchased Steel,33122 - Rolling and Drawing of Purchased Steel,Not Available
Deutsche Edelstahlwerke Specialty Steel GmbH & Co. KG,Deutsche Edelstahlwerke Specialty Steel GmbH & Co. KG,Schmolz + Bickenbach AG,Switzerland,331 - Primary Metal Manufacturing,3312 - Steel Product Manufacturing from Purchased Steel,33122 - Rolling and Drawing of Purchased Steel,Not Available
Deutsche Messe AG,Deutsche Messe AG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Develon,Develon,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DEWALT,DeWALT,"Stanley Black & Decker, Inc.",USA,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33399 - All Other General Purpose Machinery Manufacturing,Not Available
DHL Supply Chain,DHL Supply Chain,Deutsche Post AG,Germany,493 - Warehousing and Storage,4931 - Warehousing and Storage,49311 - General Warehousing and Storage,Not Available
Die Beauftragte der Bundesregierung für Kultur und Medien,Die Beauftragte der Bundesregierung für Kultur und Medien,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
DIOR,Christian Dior SE,LVMH Moët Hennessy Louis Vuitton SE,France,448 - Clothing and Clothing Accessories Stores,4481 - Clothing Stores,44812 - Women's Clothing Stores,Not Available
DirecTech LLC_IL0160005_9.5%,DirecTech LLC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Discount Tire,Discount Tire Company,Discount Tire Company,USA,441 - Motor Vehicle and Parts Dealers,"4413 - Automotive Parts, Accessories, and Tire Stores",44132 - Tire Dealers,Not Available
Distell (South Africa),Distell Group Holdings Limited,Heineken N.V.,Netherlands,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31213 - Wineries,Not Available
DJJ,The David J. Joseph Company,Nucor Corporation,USA,331 - Primary Metal Manufacturing,3312 - Steel Product Manufacturing from Purchased Steel,33121 - Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,Not Available
DM,DM,DM,Not Available,Not Available,Not Available,Not Available,Not Available
DNB Group,DNB ASA,Not Available,Not Available,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
DoD,Department of Defense,Department of Defense,USA,928 - National Security and International Affairs,9281 - National Security and International Affairs,92811 - National Security,Not Available
Dole Asia Holdings PTE Ltd,Dole Asia Holdings PTE Ltd,Itochu Corporation,Japan,"424 - Merchant Wholesalers, Nondurable Goods",4244 - Grocery and Related Product Merchant Wholesalers,42448 - Fresh Fruit and Vegetable Merchant Wholesalers,Not Available
Dometic Group,Dometic Group AB,Dometic Group AB,Sweden,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3352 - Household Appliance Manufacturing,33522 - Major Appliance Manufacturing,Not Available
DOMO Chemicals,DOMO Chemicals GmbH,DOMO Chemicals GmbH,Germany,325 - Chemical Manufacturing,3251 - Basic Chemical Manufacturing,32513 - Petrochemical Manufacturing,Not Available
Dongkuk Steel,"Dongkuk Steel Mill Co., Ltd.","Dongkuk Steel Mill Co., Ltd.",South Korea,331 - Primary Metal Manufacturing,3312 - Steel Product Manufacturing from Purchased Steel,33122 - Rolling and Drawing of Purchased Steel,Not Available
Dorco,"Dorco Co., Ltd.","Dorco Co., Ltd.",South Korea,332 - Fabricated Metal Product Manufacturing,3322 - Cutlery and Handtool Manufacturing,33221 - Cutlery and Handtool Manufacturing,Not Available
DOUGLAS Group,DOUGLAS GmbH,DOUGLAS GmbH,Germany,446 - Health and Personal Care Stores,4461 - Health and Personal Care Stores,"44612 - Cosmetics, Beauty Supplies, and Perfume Stores",Not Available
Dr August Oetker Nahrungsmittel,Dr. August Oetker Nahrungsmittel KG,Oetker-Gruppe,Germany,311 - Food Manufacturing,3119 - Other Food Manufacturing,31199 - All Other Food Manufacturing,Not Available
Dr. Oetker,Dr. August Oetker KG,Dr. August Oetker KG,Germany,311 - Food Manufacturing,3118 - Bakeries and Tortilla Manufacturing,31181 - Bread and Bakery Product Manufacturing,Not Available
DRÄXLMAIER Group Companies,Dräxlmaier Group,Dräxlmaier Group,Germany,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33632 - Motor Vehicle Electrical and Electronic Equipment Manufacturing,Not Available
Drummond,"Drummond Company, Inc.","Drummond Company, Inc.",USA,212 - Mining (except Oil and Gas),2121 - Coal Mining,21211 - Coal Mining,Not Available
DSC Logistics,"DSC Logistics, LLC",CJ Logistics,South Korea,493 - Warehousing and Storage,4931 - Warehousing and Storage,49311 - General Warehousing and Storage,Not Available
Dubai Hills Estate L.L.C.,Dubai Hills Estate L.L.C.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Dubai Marina Yacht Club,Dubai Marina Yacht Club,Not Available,Not Available,"713 - Amusement, Gambling, and Recreation Industries",7139 - Other Amusement and Recreation Industries,71393 - Marinas,Not Available
Duracell,Duracell Inc.,Berkshire Hathaway Inc.,USA,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3359 - Other Electrical Equipment and Component Manufacturing,33591 - Battery Manufacturing,Not Available
EASTERN CONDIMENTS (P) LIMITED,Eastern Condiments Private Limited,Orkla ASA,Norway,311 - Food Manufacturing,3119 - Other Food Manufacturing,31194 - Seasoning and Dressing Manufacturing,Not Available
Eberspächer Group,Eberspächer Group GmbH & Co. KG,Eberspächer Group GmbH & Co. KG,Germany,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
Echo Global Logistics,"Echo Global Logistics, Inc.","Echo Global Logistics, Inc.",USA,488 - Support Activities for Transportation,4885 - Freight Transportation Arrangement,48851 - Freight Transportation Arrangement,Not Available
Eckes-Granini,Eckes-Granini Group GmbH,Eckes-Granini Group GmbH,Germany,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31211 - Soft Drink and Ice Manufacturing,Not Available
ECOM Instruments GmbH,ECOM Instruments GmbH,Pepperl+Fuchs SE,Germany,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","33451 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Not Available
EcoPro BM Hungary Zrt.,EcoPro BM Hungary Zrt.,"EcoPro BM Co., Ltd.",South Korea,325 - Chemical Manufacturing,3251 - Basic Chemical Manufacturing,32518 - Other Basic Inorganic Chemical Manufacturing,Not Available
EDEKA Helma,EDEKA Handelsgesellschaft Nord mbH,EDEKA Zentrale AG & Co. KG,Germany,445 - Food and Beverage Stores,4451 - Grocery Stores,44511 - Supermarkets and Other Grocery (except Convenience) Stores,Not Available
Edgeverve Systems Limited,Edgeverve Systems Limited,Infosys Limited,India,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,541512 - Computer Systems Design Services,Not Available
EIC,Emirates Investment Corporation,Emirates Investment Corporation,United Arab Emirates,"523 - Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5239 - Other Financial Investment Activities,523910 - Miscellaneous Intermediation,Not Available
Einhell Germany,Einhell Germany AG,Einhell Germany AG,Germany,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33399 - All Other General Purpose Machinery Manufacturing,Not Available
Eissmann Group Automotive,Eissmann Group Automotive GmbH,Eissmann Group Automotive GmbH,Germany,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33636 - Motor Vehicle Seating and Interior Trim Manufacturing,Not Available
EKK,"Eagle Industry Co., Ltd.","Eagle Industry Co., Ltd.",Japan,332 - Fabricated Metal Product Manufacturing,3329 - Other Fabricated Metal Product Manufacturing,33299 - All Other Fabricated Metal Product Manufacturing,Not Available
El Corte Inglés,"El Corte Inglés, S.A.","El Corte Inglés, S.A.",Spain,452 - General Merchandise Stores,4522 - Department Stores,452210 - Department Stores (except Discount Department Stores),Not Available
ElectraMeccanica,ElectraMeccanica Vehicles Corp.,ElectraMeccanica Vehicles Corp.,Canada,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
Electricité de France,Électricité de France S.A.,Électricité de France S.A.,France,221 - Utilities,"2211 - Electric Power Generation, Transmission and Distribution",22111 - Electric Power Generation,Not Available
Electro Scientific Industries,"Electro Scientific Industries, Inc.","MKS Instruments, Inc.",USA,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,33422 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Not Available
Elevate Textiles,"Elevate Textiles, Inc.","Elevate Textiles, Inc.",USA,313 - Textile Mills,3132 - Fabric Mills,31324 - Knit Fabric Mills,Not Available
ELM System Inc,ELM System Inc,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Embecta,Embecta Corp.,"BD (Becton, Dickinson and Company)",USA,339 - Miscellaneous Manufacturing,3391 - Medical Equipment and Supplies Manufacturing,339112 - Surgical and Medical Instrument Manufacturing,Not Available
Emblem Health,"EmblemHealth, Inc.","EmblemHealth, Inc.",USA,621 - Ambulatory Health Care Services,6214 - Outpatient Care Centers,621491 - HMO Medical Centers,Not Available
Enerflex,Enerflex Ltd.,Enerflex Ltd.,Canada,333 - Machinery Manufacturing,"3331 - Agriculture, Construction, and Mining Machinery Manufacturing",333132 - Oil and Gas Field Machinery and Equipment Manufacturing,Not Available
ENVASES PHOENIX DE CARTAGENA S.A.S.,ENVASES PHOENIX DE CARTAGENA S.A.S.,"Phoenix Packaging Operations, L.P.",USA,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,32619 - Other Plastics Product Manufacturing,Not Available
Eppendorf,Eppendorf AG,Eppendorf AG,Germany,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",334516 - Analytical Laboratory Instrument Manufacturing,Not Available
Equatorial Coca-Cola Bottling,"Equatorial Coca-Cola Bottling Company, S.L.",The Coca-Cola Company,USA,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,312111 - Soft Drink Manufacturing,Not Available
Ergon,"Ergon, Inc.","Ergon, Inc.",USA,324 - Petroleum and Coal Products Manufacturing,3241 - Petroleum and Coal Products Manufacturing,32411 - Petroleum Refineries,Not Available
ERYA OTOMOTIV TICARET A.S.,ERYA OTOMOTIV TICARET A.S.,ERYA OTOMOTIV TICARET A.S.,Not Available,Not Available,Not Available,Not Available,Not Available
ESAB,ESAB Corporation,Colfax Corporation,USA,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,333992 - Welding and Soldering Equipment Manufacturing,Not Available
ESB,ESB Group Limited,Not Available,Not Available,221 - Utilities,"2211 - Electric Power Generation, Transmission and Distribution",22111 - Electric Power Generation,Not Available
Etex SA/NV,Etex SA,Not Available,Not Available,327 - Nonmetallic Mineral Product Manufacturing,3273 - Cement and Concrete Product Manufacturing,"32733 - Concrete Pipe, Brick, and Block Manufacturing",Not Available
Euroclear Holding,Euroclear Holding SA/NV,Euroclear Holding SA/NV,Belgium,"523 - Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5239 - Other Financial Investment Activities,52391 - Miscellaneous Intermediation,Not Available
Europastry,Europastry S.A.,Not Available,Not Available,311 - Food Manufacturing,3118 - Bakeries and Tortilla Manufacturing,31181 - Bread and Bakery Product Manufacturing,Not Available
"EVERGREEN MARINE (HONG KONG) LTD. C/O EVERGREEN SHIPPING AGENCY (THAILAND) CO., LTD.",Evergreen Marine Corp. (Taiwan) Ltd.,Evergreen Group,Taiwan,483 - Water Transportation,"4831 - Deep Sea, Coastal, and Great Lakes Water Transportation",483111 - Deep Sea Freight Transportation,Not Available
Evraz,Evraz plc,Evraz plc,United Kingdom,331 - Primary Metal Manufacturing,3312 - Steel Product Manufacturing from Purchased Steel,33122 - Rolling and Drawing of Purchased Steel,Not Available
Evyap,Evyap Sabun Yağ Gliserin Sanayi ve Ticaret A.Ş.,Evyap Sabun Yağ Gliserin Sanayi ve Ticaret A.Ş.,Turkey,325 - Chemical Manufacturing,"3256 - Soap, Cleaning Compound, and Toilet Preparation Manufacturing",325611 - Soap and Other Detergent Manufacturing,Not Available
EXEDY,EXEDY Corporation,EXEDY Corporation,Japan,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
Exide Technologies,Exide Technologies,Exide Industries Limited,India,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3359 - Other Electrical Equipment and Component Manufacturing,33591 - Battery Manufacturing,Not Available
EXOR Group,Exor N.V.,Exor N.V.,Netherlands,551 - Management of Companies and Enterprises,5511 - Management of Companies and Enterprises,"551114 - Corporate, Subsidiary, and Regional Managing Offices",Not Available
ExxonMobil Chemical,ExxonMobil Chemical Company,Exxon Mobil Corporation,USA,325 - Chemical Manufacturing,3251 - Basic Chemical Manufacturing,32511 - Petrochemical Manufacturing,Not Available
Facily,Facily S.A.,Facily S.A.,Brazil,454 - Nonstore Retailers,4541 - Electronic Shopping and Mail-Order Houses,45411 - Electronic Shopping and Mail-Order Houses,Not Available
Factory Motor Parts,"Factory Motor Parts Company, LLC",Not Available,Not Available,"423 - Merchant Wholesalers, Durable Goods",4231 - Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,423120 - Motor Vehicle Supplies and New Parts Merchant Wholesalers,Not Available
Fannie Mae,Federal National Mortgage Association,Federal National Mortgage Association,USA,522 - Credit Intermediation and Related Activities,5222 - Nondepository Credit Intermediation,522294 - Secondary Market Financing,Not Available
Farmacia San Pablo,Farmacias San Pablo S.A. de C.V.,Not Available,Mexico,446 - Health and Personal Care Stores,4461 - Health and Personal Care Stores,44611 - Pharmacies and Drug Stores,Not Available
Farmers Insurance Exchange,Farmers Insurance Exchange,Zurich Insurance Group Ltd,Switzerland,524 - Insurance Carriers and Related Activities,5241 - Insurance Carriers,524126 - Direct Property and Casualty Insurance Carriers,Not Available
Fatima Fertilizer,Fatima Fertilizer Company Limited,Fatima Group,Pakistan,325 - Chemical Manufacturing,"3253 - Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",32531 - Fertilizer Manufacturing,Not Available
FC Bayern,FC Bayern München AG,FC Bayern München AG,Germany,"711 - Performing Arts, Spectator Sports, and Related Industries",7111 - Performing Arts Companies,711211 - Sports Teams and Clubs,Not Available
FedEx Supply Chain,FedEx Supply Chain,FedEx Corporation,USA,493 - Warehousing and Storage,4931 - Warehousing and Storage,49311 - General Warehousing and Storage,Not Available
fenaco,fenaco Genossenschaft,Not Available,Not Available,111 - Crop Production,1119 - Other Crop Farming,11199 - All Other Crop Farming,Not Available
Ferrara,Ferrara Candy Company,Ferrero Group,Italy,311 - Food Manufacturing,3113 - Sugar and Confectionery Product Manufacturing,31134 - Nonchocolate Confectionery Manufacturing,Not Available
Ferring Turkey,Ferring Pharmaceuticals,Ferring Pharmaceuticals,Switzerland,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
FEV,FEV Group GmbH,FEV Group GmbH,Germany,"541 - Professional, Scientific, and Technical Services","5413 - Architectural, Engineering, and Related Services",54133 - Engineering Services,Not Available
Fifth Third Bancorp,Fifth Third Bancorp,Fifth Third Bancorp,USA,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Fila Japan,Fila Holdings Corp.,Fila Holdings Corp.,South Korea,316 - Leather and Allied Product Manufacturing,3162 - Footwear Manufacturing,31621 - Footwear Manufacturing,Not Available
Finatis,Finatis Société Anonyme,Rallye SA,France,452 - General Merchandise Stores,4529 - Other General Merchandise Stores,45291 - Warehouse Clubs and Supercenters,Not Available
First Citizens BancShares,"First Citizens BancShares, Inc.","First Citizens BancShares, Inc.",USA,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
